from_station_cd,from_station_name,to_station_cd,to_station_name,line_cd,distance_km
1120428,北金ケ沢,1120429,陸奥柳田,11204,2.449
1120429,陸奥柳田,1120430,陸奥赤石,11204,4.014
1120430,陸奥赤石,1120431,鰺ケ沢,11204,5.159
1120431,鰺ケ沢,1120432,鳴沢,11204,4.034
1120432,鳴沢,1120433,越水,11204,2.671
1120433,越水,1120434,陸奥森田,11204,3.457
1120434,陸奥森田,1120435,中田,11204,2.236
1120435,中田,1120436,木造,11204,2.577
1120436,木造,1120437,五所川原,11204,5.102
1120437,五所川原,1120438,陸奥鶴田,11204,5.831
1120438,陸奥鶴田,1120439,鶴泊,11204,2.401
1120439,鶴泊,1120440,板柳,11204,4.768
1120440,板柳,1120441,林崎,11204,2.898
1120441,林崎,1120442,藤崎,11204,2.867
1120442,藤崎,1120443,川部,11204,2.009
1120501,青森,1120502,油川,11205,4.88
1120502,油川,1120503,津軽宮田,11205,3.609
1120503,津軽宮田,1120504,奥内,11205,1.773
1120504,奥内,1120505,左堰,11205,1.666
1120505,左堰,1120506,後潟,11205,1.613
1120506,後潟,1120507,中沢,11205,2.024
1120507,中沢,1120508,蓬田,11205,2.228
1120508,蓬田,1120509,郷沢,11205,2.08
1120509,郷沢,1120510,瀬辺地,11205,2.272
1120510,瀬辺地,1120511,蟹田,11205,3.414
1120511,蟹田,1120512,中小国,11205,4.118
1120512,中小国,1120513,大平,11205,3.511
1120513,大平,1120514,津軽二股,11205,9.674
1120514,津軽二股,1120515,大川平,11205,1.999
1120515,大川平,1120516,今別,11205,2.332
1120516,今別,1120517,津軽浜名,11205,1.559
1120517,津軽浜名,1120518,三厩,11205,2.354
1120601,八戸,1120602,長苗代,11206,3.212
1120602,長苗代,1120603,本八戸,11206,2.016
1120603,本八戸,1120604,小中野,11206,1.819
1120604,小中野,1120605,陸奥湊,11206,1.574
1120605,陸奥湊,1120606,白銀,11206,1.192
1120606,白銀,1120607,鮫,11206,1.445
1120607,鮫,1120608,プレイピア白浜,11206,2.342
1120608,プレイピア白浜,1120609,陸奥白浜,11206,1.258
1120609,陸奥白浜,1120610,種差海岸,11206,1.668
1120610,種差海岸,1120611,大久喜,11206,1.861
1120611,大久喜,1120612,金浜,11206,2.453
1120612,金浜,1120613,大蛇,11206,1.494
1120613,大蛇,1120614,階上,11206,1.668
1120614,階上,1120615,角の浜,11206,1.978
1120615,角の浜,1120616,平内,11206,2.576
1120616,平内,1120617,種市,11206,2.158
1120617,種市,1120618,玉川,11206,3.733
1120618,玉川,1120619,宿戸,11206,1.867
1120619,宿戸,1120620,陸中八木,11206,2.845
1120620,陸中八木,1120621,有家,11206,2.451
1120621,有家,1120622,陸中中野,11206,2.439
1120622,陸中中野,1120623,侍浜,11206,5.388
1120623,侍浜,1120624,陸中夏井,11206,6.529
1120624,陸中夏井,1120625,久慈,11206,2.629
1120701,茂市,1120702,岩手刈屋,11207,4.213
1120702,岩手刈屋,1120703,中里,11207,2.913
1120703,中里,1120704,岩手和井内,11207,2.66
1120704,岩手和井内,1120705,押角,11207,5.271
1120705,押角,1120706,岩手大川,11207,8.664
1120706,岩手大川,1120707,浅内,11207,5.172
1120707,浅内,1120708,二升石,11207,2.498
1120708,二升石,1120709,岩泉,11207,3.596
1120801,一ノ関,1120802,真滝,11208,3.995
1120802,真滝,1120803,陸中門崎,11208,6.415
1120803,陸中門崎,1120804,岩ノ下,11208,3.461
1120804,岩ノ下,1120805,陸中松川,11208,3.345
1120805,陸中松川,1120806,猊鼻渓,11208,1.851
1120806,猊鼻渓,1120807,柴宿,11208,1.859
1120807,柴宿,1120808,摺沢,11208,4.248
1120808,摺沢,1120809,千厩,11208,8.173
1120809,千厩,1120810,小梨,11208,3.441
1120810,小梨,1120811,矢越,11208,3.891
1120811,矢越,1120812,折壁,11208,2.07
1120812,折壁,1120813,新月,11208,4.119
1120813,新月,1120814,気仙沼,11208,6.096
1120814,気仙沼,1120815,鹿折唐桑,11208,1.882
1120815,鹿折唐桑,1120816,上鹿折,11208,5.109
1120816,上鹿折,1120817,陸前矢作,11208,6.949
1120817,陸前矢作,1120818,竹駒,11208,2.899
1120818,竹駒,1120819,陸前高田,11208,2.661
1120819,陸前高田,1120820,脇ノ沢,11208,2.858
1120820,脇ノ沢,1120821,小友,11208,4.126
1120821,小友,1120822,細浦,11208,3.211
1120822,細浦,1120823,下船渡,11208,2.574
1120823,下船渡,1120824,大船渡,11208,2.799
1120824,大船渡,1120825,盛,11208,2.685
1120901,花巻,1120902,似内,11209,3.023
1120902,似内,1120903,新花巻,11209,2.763
1120903,新花巻,1120904,小山田,11209,1.828
1120904,小山田,1120905,土沢,11209,4.336
1120905,土沢,1120906,晴山,11209,2.871
1120906,晴山,1120907,岩根橋,11209,5.386
1120907,岩根橋,1120908,宮守,11209,2.746
1120908,宮守,1120909,柏木平,11209,5.614
1120909,柏木平,1120910,鱒沢,11209,1.793
1120910,鱒沢,1120911,荒谷前,11209,2.742
1120911,荒谷前,1120912,岩手二日町,11209,2.806
1120912,岩手二日町,1120913,綾織,11209,1.872
1120913,綾織,1120914,遠野,11209,4.656
1120914,遠野,1120915,青笹,11209,4.037
1120915,青笹,1120916,岩手上郷,11209,3.317
1120916,岩手上郷,1120917,平倉,11209,2.377
1120917,平倉,1120918,足ケ瀬,11209,4.456
1120918,足ケ瀬,1120919,上有住,11209,3.387
1120919,上有住,1120920,陸中大橋,11209,5.326
1120920,陸中大橋,1120921,洞泉,11209,4.9
1120921,洞泉,1120922,松倉,11209,3.597
1120922,松倉,1120923,小佐野,11209,3.145
1120923,小佐野,1120924,釜石,11209,3.265
1121001,北上,1121002,柳原,11210,1.702
1121002,柳原,1121003,江釣子,11210,3.119
1121003,江釣子,1121004,藤根,11210,3.128
1121004,藤根,1121005,立川目,11210,3.728
1121005,立川目,1121006,横川目,11210,2.156
1121006,横川目,1121007,岩沢,11210,3.605
1121007,岩沢,1121008,和賀仙人,11210,2.079
1121008,和賀仙人,1121009,ゆだ錦秋湖,11210,6.541
1121009,ゆだ錦秋湖,1121010,ほっとゆだ,11210,5.553
1121010,ほっとゆだ,1121011,ゆだ高原,11210,3.628
1121011,ゆだ高原,1121012,黒沢,11210,4.253
1121012,黒沢,1121013,小松川,11210,4.986
1121013,小松川,1121014,平石,11210,1.53
1121014,平石,1121015,相野々,11210,1.717
1121015,相野々,1121016,矢美津,11210,2.748
1121016,矢美津,1121017,横手,11210,3.441
1121101,盛岡,1121102,大釜,11211,5.621
1121102,大釜,1121103,小岩井,11211,4.073
1121103,小岩井,1121104,雫石,11211,4.838
1121104,雫石,1121105,春木場,11211,2.676
1121105,春木場,1121106,赤渕,11211,3.275
1121106,赤渕,1121107,田沢湖,11211,15.927
1121107,田沢湖,1121108,刺巻,11211,4.379
1121108,刺巻,1121109,神代,11211,7.526
1121109,神代,1121110,生田,11211,2.532
1121110,生田,1121111,角館,11211,3.438
1121111,角館,1121112,鶯野,11211,2.811
1121112,鶯野,1121113,羽後長野,11211,2.918
1121113,羽後長野,1121114,鑓見内,11211,3.16
1121114,鑓見内,1121115,羽後四ツ屋,11211,2.403
1121115,羽後四ツ屋,1121116,北大曲,11211,1.797
1121116,北大曲,1121117,大曲,11211,3.072
1121201,好摩,1121202,東大更,11212,4.143
1121202,東大更,1121203,大更,11212,3.768
1121203,大更,1121204,平館,11212,4.336
1121204,平館,1121205,北森,11212,1.852
1121205,北森,1121206,松尾八幡平,11212,2.225
1121206,松尾八幡平,1121207,安比高原,11212,6.248
1121207,安比高原,1121208,赤坂田,11212,4.03
1121208,赤坂田,1121209,小屋の畑,11212,3.431
1121209,小屋の畑,1121210,荒屋新町,11212,3.379
1121210,荒屋新町,1121211,横間,11212,2.168
1121211,横間,1121212,田山,11212,7.915
1121212,田山,1121213,兄畑,11212,5.831
1121213,兄畑,1121214,湯瀬温泉,11212,3.705
1121214,湯瀬温泉,1121215,八幡平,11212,3.802
1121215,八幡平,1121216,陸中大里,11212,1.98
1121216,陸中大里,1121217,鹿角花輪,11212,3.398
1121217,鹿角花輪,1121218,柴平,11212,4.71
1121218,柴平,1121219,十和田南,11212,3.172
1121219,十和田南,1121220,末広,11212,4.075
1121220,末広,1121221,土深井,11212,2.203
1121221,土深井,1121222,沢尻,11212,1.9
1121222,沢尻,1121223,十二所,11212,2.778
1121223,十二所,1121224,大滝温泉,11212,2.479
1121224,大滝温泉,1121225,扇田,11212,6.099
1121225,扇田,1121226,東大館,11212,4.357
1121226,東大館,1121227,大館,11212,2.461
1121301,盛岡,1121302,上盛岡,11213,1.468
1121302,上盛岡,1121303,山岸,11213,2.068
1121303,山岸,1121304,上米内,11213,4.16
1121304,上米内,1121305,大志田,11213,6.589
1121305,大志田,1121306,浅岸,11213,6.036
1121306,浅岸,1121307,区界,11213,6.691
1121307,区界,1121308,松草,11213,7.577
1121308,松草,1121309,平津戸,11213,6.472
1121309,平津戸,1121310,川内,11213,7.64
1121310,川内,1121311,箱石,11213,3.573
1121311,箱石,1121312,陸中川井,11213,5.251
1121312,陸中川井,1121313,腹帯,11213,7.403
1121313,腹帯,1121314,茂市,11213,3.262
1121314,茂市,1121315,蟇目,11213,3.527
1121315,蟇目,1121316,花原市,11213,1.924
1121316,花原市,1121317,千徳,11213,4.381
1121317,千徳,1121318,宮古,11213,3.05
1121318,宮古,1121319,磯鶏,11213,1.699
1121319,磯鶏,1121320,津軽石,11213,5.74
1121320,津軽石,1121321,豊間根,11213,5.366
1121321,豊間根,1121322,陸中山田,11213,8.204
1121322,陸中山田,1121323,織笠,11213,1.933
1121323,織笠,1121324,岩手船越,11213,2.157
1121324,岩手船越,1121325,浪板海岸,11213,6.283
1121325,浪板海岸,1121326,吉里吉里,11213,1.583
1121326,吉里吉里,1121327,大槌,11213,3.389
1121327,大槌,1121328,鵜住居,11213,3.553
1121328,鵜住居,1121329,両石,11213,2.101
1121329,両石,1121330,釜石,11213,4.114
1121401,新津,1121402,京ケ瀬,11214,5.352
1121402,京ケ瀬,1121403,水原,11214,4.024
1121403,水原,1121404,神山,11214,3.753
1121404,神山,1121405,月岡,11214,3.847
1121405,月岡,1121406,中浦,11214,3.673
1121406,中浦,1121407,新発田,11214,4.552
1121407,新発田,1121408,加治,11214,4.133
1121408,加治,1121409,金塚,11214,5.202
1121409,金塚,1121410,中条,11214,3.608
1121410,中条,1121411,平木田,11214,5.663
1121411,平木田,1121412,坂町,11214,3.189
1121412,坂町,1121413,平林,11214,3.609
1121413,平林,1121414,岩船町,11214,3.73
1121414,岩船町,1121415,村上,11214,4.048
1121415,村上,1121416,間島,11214,6.028
1121416,間島,1121417,越後早川,11214,4.793
1121417,越後早川,1121418,桑川,11214,6.604
1121418,桑川,1121419,今川,11214,3.971
1121419,今川,1121420,越後寒川,11214,4.686
1121420,越後寒川,1121421,勝木,11214,5.212
1121421,勝木,1121422,府屋,11214,2.797
1121422,府屋,1121423,鼠ケ関,11214,4.948
1121423,鼠ケ関,1121424,小岩川,11214,4.16
1121424,小岩川,1121425,あつみ温泉,11214,4.223
1121425,あつみ温泉,1121426,五十川,11214,5.716
1121426,五十川,1121427,小波渡,11214,3.798
1121427,小波渡,1121428,三瀬,11214,2.206
1121428,三瀬,1121429,羽前水沢,11214,5.245
1121429,羽前水沢,1121430,羽前大山,11214,4.516
1121430,羽前大山,1121431,鶴岡,11214,5.831
1121431,鶴岡,1121432,藤島,11214,5.999
1121432,藤島,1121433,西袋,11214,4.913
1121433,西袋,1121434,余目,11214,3.66
1121434,余目,1121435,北余目,11214,2.597
1121435,北余目,1121436,砂越,11214,3.076
1121436,砂越,1121437,東酒田,11214,3.078
1121437,東酒田,1121438,酒田,11214,3.03
1121438,酒田,1121439,本楯,11214,6.035
1121439,本楯,1121440,南鳥海,11214,2.527
1121440,南鳥海,1121441,遊佐,11214,3.228
1121441,遊佐,1121442,吹浦,11214,6.422
1121442,吹浦,1121443,女鹿,11214,3.216
1121443,女鹿,1121444,小砂川,11214,4.323
1121444,小砂川,1121445,上浜,11214,3.369
1121445,上浜,1121446,象潟,11214,4.789
1121446,象潟,1121447,金浦,11214,5.61
1121447,金浦,1121448,仁賀保,11214,5.317
1121448,仁賀保,1121449,西目,11214,7.921
1121449,西目,1121450,羽後本荘,11214,5.517
1121450,羽後本荘,1121451,羽後岩谷,11214,6.76
1121451,羽後岩谷,1121452,折渡,11214,3.82
1121452,折渡,1121453,羽後亀田,11214,3.094
1121453,羽後亀田,1121454,岩城みなと,11214,5.778
1121454,岩城みなと,1121455,道川,11214,1.682
1121455,道川,1121456,下浜,11214,6.607
1121456,下浜,1121457,桂根,11214,3.105
1121457,桂根,1121458,新屋,11214,3.795
1121458,新屋,1121459,羽後牛島,11214,3.19
1121459,羽後牛島,1121460,秋田,11214,2.595
1121501,追分,1121502,出戸浜,11215,4.786
1121502,出戸浜,1121503,上二田,11215,3.239
1121503,上二田,1121504,二田,11215,2.016
1121504,二田,1121505,天王,11215,2.763
1121505,天王,1121506,船越,11215,1.579
1121506,船越,1121507,脇本,11215,3.94
1121507,脇本,1121508,羽立,11215,3.659
1121508,羽立,1121509,男鹿,11215,2.5
1121601,福島,1121602,笹木野,11216,3.24
1121602,笹木野,1121603,庭坂,11216,3.237
1121603,庭坂,1121604,赤岩,11216,6.097
1121604,赤岩,1121605,板谷,11216,5.9
1121605,板谷,1121606,峠,11216,2.879
1121606,峠,1121607,大沢,11216,4.554
1121607,大沢,1121608,関根,11216,5.314
1121608,関根,1121609,米沢,11216,5.237
1121609,米沢,1121610,置賜,11216,5.117
1121610,置賜,1121611,高畠,11216,4.345
1121611,高畠,1121612,赤湯,11216,6.099
1121612,赤湯,1121613,中川,11216,7.021
1121613,中川,1121614,羽前中山,11216,3.661
1121614,羽前中山,1121615,かみのやま温泉,11216,6.134
1121615,かみのやま温泉,1121616,茂吉記念館前,11216,2.714
1121616,茂吉記念館前,1121617,蔵王,11216,3.881
1121617,蔵王,1121618,山形,11216,5.136
1121618,山形,1121619,北山形,11216,2.035
1121619,北山形,1121620,羽前千歳,11216,2.521
1121620,羽前千歳,1121621,南出羽,11216,1.74
1121621,南出羽,1121622,漆山,11216,1.32
1121622,漆山,1121623,高擶,11216,2.053
1121623,高擶,1121636,天童南,11216,1.444
1121636,天童南,1121624,天童,11216,1.958
1121624,天童,1121625,乱川,11216,3.001
1121625,乱川,1121626,神町,11216,2.879
1121626,神町,1121627,さくらんぼ東根,11216,1.766
1121627,さくらんぼ東根,1121628,東根,11216,2.552
1121628,東根,1121629,村山,11216,2.922
1121629,村山,1121630,袖崎,11216,7.926
1121630,袖崎,1121631,大石田,11216,5.478
1121631,大石田,1121632,北大石田,11216,3.75
1121632,北大石田,1121633,芦沢,11216,3.0
1121633,芦沢,1121634,舟形,11216,5.611
1121634,舟形,1121635,新庄,11216,7.941
1121701,仙台,1121702,東照宮,11217,1.959
1121702,東照宮,1121703,北仙台,11217,1.555
1121703,北仙台,1121704,北山,11217,1.621
1121704,北山,1121722,東北福祉大前,11217,0.957
1121722,東北福祉大前,1121705,国見,11217,1.021
1121705,国見,1121706,葛岡,11217,1.462
1121706,葛岡,1121707,陸前落合,11217,2.555
1121707,陸前落合,1121708,愛子,11217,2.479
1121708,愛子,1121709,陸前白沢,11217,5.202
1121709,陸前白沢,1121710,熊ケ根,11217,2.907
1121710,熊ケ根,1121711,西仙台ハイランド,11217,1.502
1121711,西仙台ハイランド,1121712,作並,11217,3.242
1121712,作並,1121713,八ツ森,11217,1.768
1121713,八ツ森,1121714,奥新川,11217,2.636
1121714,奥新川,1121715,面白山高原,11217,8.516
1121715,面白山高原,1121716,山寺,11217,6.035
1121716,山寺,1121717,高瀬,11217,3.489
1121717,高瀬,1121718,楯山,11217,2.223
1121718,楯山,1121719,羽前千歳,11217,2.948
1121719,羽前千歳,1121720,北山形,11217,2.521
1121720,北山形,1121721,山形,11217,2.035
1121801,山形,1121802,北山形,11218,2.035
1121802,北山形,1121803,東金井,11218,2.897
1121803,東金井,1121804,羽前山辺,11218,3.352
1121804,羽前山辺,1121805,羽前金沢,11218,2.902
1121805,羽前金沢,1121806,羽前長崎,11218,1.367
1121806,羽前長崎,1121807,南寒河江,11218,2.596
1121807,南寒河江,1121808,寒河江,11218,1.857
1121808,寒河江,1121809,西寒河江,11218,1.044
1121809,西寒河江,1121810,羽前高松,11218,2.529
1121810,羽前高松,1121811,柴橋,11218,2.717
1121811,柴橋,1121812,左沢,11218,1.549
1121901,米沢,1121902,南米沢,11219,2.294
1121902,南米沢,1121903,西米沢,11219,3.138
1121903,西米沢,1121904,成島,11219,3.01
1121904,成島,1121905,中郡,11219,2.955
1121905,中郡,1121906,羽前小松,11219,4.288
1121906,羽前小松,1121907,犬川,11219,2.313
1121907,犬川,1121908,今泉,11219,3.556
1121908,今泉,1121909,萩生,11219,3.541
1121909,萩生,1121910,羽前椿,11219,2.72
1121910,羽前椿,1121911,手ノ子,11219,4.159
1121911,手ノ子,1121912,羽前沼沢,11219,8.001
1121912,羽前沼沢,1121913,伊佐領,11219,5.024
1121913,伊佐領,1121914,羽前松岡,11219,3.748
1121914,羽前松岡,1121915,小国,11219,3.195
1121915,小国,1121916,越後金丸,11219,7.606
1121916,越後金丸,1121917,越後片貝,11219,3.631
1121917,越後片貝,1121918,越後下関,11219,5.866
1121918,越後下関,1121919,越後大島,11219,3.814
1121919,越後大島,1121920,坂町,11219,6.695
1122001,新庄,1122002,升形,11220,5.497
1122002,升形,1122003,羽前前波,11220,3.042
1122003,羽前前波,1122004,津谷,11220,2.297
1122004,津谷,1122005,古口,11220,3.501
1122005,古口,1122006,高屋,11220,6.734
1122006,高屋,1122007,清川,11220,6.032
1122007,清川,1122008,狩川,11220,3.832
1122008,狩川,1122009,南野,11220,3.886
1122009,南野,1122010,余目,11220,4.105
1122101,小牛田,1122102,北浦,11221,4.153
1122102,北浦,1122103,陸前谷地,11221,2.135
1122103,陸前谷地,1122104,古川,11221,2.826
1122104,古川,1122105,塚目,11221,2.68
1122105,塚目,1122106,西古川,11221,3.679
1122106,西古川,1122107,東大崎,11221,3.051
1122107,東大崎,1122108,西大崎,11221,2.783
1122108,西大崎,1122109,岩出山,11221,2.959
1122109,岩出山,1122110,有備館,11221,0.877
1122110,有備館,1122111,上野目,11221,2.533
1122111,上野目,1122112,池月,11221,3.763
1122112,池月,1122113,川渡温泉,11221,5.794
1122113,川渡温泉,1122114,鳴子御殿湯,11221,3.758
1122114,鳴子御殿湯,1122115,鳴子温泉,11221,1.846
1122115,鳴子温泉,1122116,中山平温泉,11221,4.542
1122116,中山平温泉,1122117,堺田,11221,4.89
1122117,堺田,1122118,赤倉温泉,11221,5.169
1122118,赤倉温泉,1122119,立小路,11221,1.595
1122119,立小路,1122120,最上,11221,2.661
1122120,最上,1122121,大堀,11221,3.834
1122121,大堀,1122122,鵜杉,11221,1.883
1122122,鵜杉,1122123,瀬見温泉,11221,3.153
1122123,瀬見温泉,1122124,東長沢,11221,5.176
1122124,東長沢,1122125,長沢,11221,1.735
1122125,長沢,1122126,南新庄,11221,4.513
1122126,南新庄,1122127,新庄,11221,4.636
1122201,あおば通,1122202,仙台,11222,0.328
1122202,仙台,1122203,榴ケ岡,11222,1.024
1122203,榴ケ岡,1122204,宮城野原,11222,1.027
1122204,宮城野原,1122205,陸前原ノ町,11222,0.723
1122205,陸前原ノ町,1122206,苦竹,11222,0.779
1122206,苦竹,1122207,小鶴新田,11222,1.54
1122207,小鶴新田,1122208,福田町,11222,1.998
1122208,福田町,1122209,陸前高砂,11222,0.834
1122209,陸前高砂,1122210,中野栄,11222,1.743
1122210,中野栄,1122211,多賀城,11222,2.133
1122211,多賀城,1122212,下馬,11222,1.785
1122212,下馬,1122213,西塩釜,11222,0.743
1122213,西塩釜,1122214,本塩釜,11222,0.733
1122214,本塩釜,1122215,東塩釜,11222,1.186
1122215,東塩釜,1122216,陸前浜田,11222,2.936
1122216,陸前浜田,1122217,松島海岸,11222,2.456
1122217,松島海岸,1122218,高城町,11222,2.046
1122218,高城町,1122219,手樽,11222,1.761
1122219,手樽,1122220,陸前富山,11222,1.255
